year,county_code,deaths,population,crude_rate
2003,45045,51,394242,12.94
2003,45051,32,211725,15.11
2003,45057,11,64210,17.131287961376735
2003,45059,10,68468,14.6053630893264
2003,45063,29,226887,12.78
2003,45075,22,91788,23.97
2003,45077,19,112704,16.85831913685406
2003,45079,42,336273,12.49
2003,45083,41,260223,15.76
2003,45085,11,105112,10.465027779891926
2003,45091,22,177138,12.42
2003,46099,11,153740,7.154936906465461
2003,47009,17,111156,15.293821296196336
2003,47031,11,49602,22.176525140115317
2003,47035,10,49607,20.158445380692243
2003,47037,99,577231,17.15
2003,47065,37,313079,11.82
2003,47073,14,54739,25.57591479566671
2003,47081,15,23292,64.39979392065945
2003,47093,46,394263,11.67
2003,47119,15,71768,20.900679968788317
2003,47147,12,57682,20.803716930758295
2003,47149,15,203483,7.371623182280583
2003,47157,170,906733,18.75
2003,47163,19,153280,12.39561586638831
2003,47165,15,138153,10.857527523832273
2003,47189,17,94924,17.909064093379968
2003,48021,17,65825,25.826053930877325
2003,48027,23,252922,9.09
2003,48029,144,1469623,9.8
2003,48037,15,88839,16.88447641238645
2003,48039,26,261269,9.95
2003,48061,18,358492,5.021032547448757
2003,48073,11,47832,22.997156715169762
2003,48085,31,589394,5.26
2003,48113,329,2246432,14.65
2003,48121,32,509732,6.28
2003,48139,10,122620,8.155276463872125
2003,48141,41,705200,5.81
2003,48157,31,418747,7.4
2003,48167,29,265269,10.93
2003,48181,10,114421,8.739654434063677
2003,48183,20,113775,17.58
2003,48201,460,3586133,12.83
2003,48203,14,62018,22.57409139282144
2003,48209,12,115665,10.374789262093115
2003,48213,15,76349,19.64662274555004
2003,48215,48,632475,7.59
2003,48231,12,80958,14.82250055584377
2003,48245,33,250183,13.19
2003,48251,15,136264,11.008043210238947
2003,48257,16,81322,19.67487272816704
2003,48277,13,49159,26.444801562277508
2003,48291,10,73734,13.56226435565682
2003,48303,27,253388,10.66
2003,48309,25,218744,11.43
2003,48329,15,119164,12.587694270081569
2003,48339,37,341499,10.83
2003,48355,31,317632,9.76
2003,48361,13,83553,15.55898651155554
2003,48367,10,97041,10.304922661555425
2003,48375,22,117067,18.79
2003,48381,17,107607,15.798228739766001
2003,48423,36,184254,19.54
2003,48439,153,1553086,9.85
2003,48441,15,125542,11.948192636727152
2003,48453,51,856315,5.96
2003,48469,14,84674,16.53400099204006
2003,48479,32,211786,15.11
2003,48485,18,130411,13.8025166588708
2003,48491,17,302895,5.612505983921821
2003,48499,12,38915,30.836438391365796
2003,49011,16,255582,6.260221768356144
2003,49035,99,924802,10.7
2003,49049,24,406158,5.91
2003,49053,11,104188,10.55783775482781
2003,49057,24,205319,11.69
2003,51041,35,276300,12.67
2003,51059,36,1003070,3.59
2003,51087,40,274555,14.57
2003,51089,12,56506,21.23668283014193
2003,51107,12,220366,5.445486145775664
2003,51153,21,323377,6.49
2003,51185,11,44042,24.976159120839203
2003,51550,16,206909,7.7328680724376415
2003,51590,11,46515,23.648285499301302
2003,51650,15,140413,10.682771538247883
2003,51700,30,183404,16.36
2003,51710,39,239286,16.3
2003,51740,19,97184,19.55054329930853
2003,51760,84,197306,42.57
2003,51770,19,93716,20.274019377694312
2003,51810,48,431600,11.12
2003,53005,19,153596,12.370113805047009
2003,53009,12,66301,18.09927452074629
2003,53011,34,374098,9.09
2003,53027,10,69065,14.479113878230653
2003,53033,143,1763440,8.11
2003,53035,19,239758,7.924657362840864
2003,53041,14,70366,19.89597248671233
2003,53053,72,733969,9.81
2003,53061,51,635612,8.02
2003,53063,33,430710,7.66
2003,53067,25,219499,11.39
2003,53073,15,177851,8.434026235444275
2003,53077,20,225161,8.88
2003,54003,10,84524,11.83095925417633
2003,54011,13,95554,13.60487263746154
2003,54039,35,195960,17.86
2003,54055,13,61910,20.998223227265385
2003,54061,10,85983,11.630205970947745
2003,54081,10,78465,12.744535780284203
2003,55009,14,233878,5.986026902915195
2003,55025,34,447515,7.6
2003,55059,13,155946,8.33621894758442
2003,55079,137,939513,14.58
2003,55087,10,166690,5.999160117583538
2003,55105,11,154268,7.130448310731973
2003,55117,11,113433,9.697354385408126
2003,55127,11,97087,11.33004418717233
2003,55131,10,122143,8.187124927339266
2003,55133,18,373787,4.815576785709508
2003,56021,11,84084,13.082155939298797
2003,56025,18,68246,26.375172171262786
2004,1003,15,156266,9.599017060652988
2004,1009,11,54124,20.323701130736826
2004,1013,11,20870,52.707235265931956
2004,1015,22,113462,19.39
2004,1021,10,41534,24.076660085712913
2004,1033,14,54380,25.744759102611255
2004,1047,16,44795,35.71827212858578
2004,1055,15,103080,14.551804423748544
2004,1069,18,92593,19.439914464376358
2004,1071,12,53525,22.41943017281644
2004,1073,116,656023,17.68
2004,1077,18,88732,20.28580444484515
2004,1081,24,122274,19.63
2004,1083,15,69593,21.553891914416678
2004,1089,18,295655,6.088177098307149
2004,1097,59,397959,14.83
2004,1101,38,223002,17.04
2004,1103,21,113006,18.58
2004,1115,11,70416,15.621449670529426
2004,1117,14,165757,8.44609880729019
2004,1121,14,81139,17.254341315520282
2004,1123,10,40904,24.44748679835713
2004,1125,25,171960,14.54
2004,2020,41,274484,14.94
2004,2090,11,89043,12.353581977246947
2004,2170,15,70761,21.198117607156487
2004,4003,24,123234,19.48
2004,4005,17,125117,13.58728230376368
2004,4007,12,51423,23.335861384983374
2004,4013,519,3417860,15.18
2004,4015,48,180521,26.59
2004,4017,21,102774,20.43
2004,4019,136,901342,15.09
2004,4021,40,219472,18.23
2004,4025,37,187822,19.7
2004,4027,24,172824,13.89
2004,5027,12,25154,47.70613023773555
2004,5045,13,96162,13.518853601214616
2004,5051,15,91084,16.468314962013086
2004,5069,12,81455,14.732060646982998
2004,5091,10,41765,23.943493355680594
2004,5119,81,366608,22.09
2004,5125,12,90961,13.192467101285166
2004,5131,18,118168,15.232550267415883
2004,5143,16,176837,9.047880251304875
2004,6001,133,1445721,9.2
2004,6007,23,213065,10.79
2004,6013,107,992424,10.78
2004,6017,15,171653,8.738559768835966
2004,6019,97,861035,11.27
2004,6023,12,130702,9.181190800446819
2004,6025,13,152259,8.538083134658708
2004,6029,78,736296,10.59
2004,6037,1151,9793263,11.75
2004,6041,19,243769,7.79426424196678
2004,6045,14,88030,15.903669203680565
2004,6047,28,237180,11.81
2004,6053,44,408731,10.77
2004,6055,10,130387,7.669476251466787
2004,6059,165,2941711,5.61
2004,6061,20,302841,6.6
2004,6065,156,1856542,8.4
2004,6067,137,1348932,10.16
2004,6071,225,1899065,11.85
2004,6073,213,2930007,7.27
2004,6075,72,761325,9.46
2004,6077,64,642898,9.95
2004,6079,17,256842,6.618855171661956
2004,6081,39,690161,5.65
2004,6083,21,407284,5.16
2004,6085,80,1663167,4.81
2004,6087,14,252356,5.547718302715212
2004,6089,23,174867,13.15
2004,6093,10,44394,22.525566517997927
2004,6095,33,409301,8.06
2004,6097,34,466809,7.28
2004,6099,52,492613,10.56
2004,6101,15,86484,17.344248647148607
2004,6107,38,398226,9.54
2004,6109,12,56602,21.200664287481008
2004,6111,53,793994,6.68
2004,8001,49,384809,12.73
2004,8005,65,518971,12.52
2004,8013,21,279728,7.51
2004,8031,86,550756,15.61
2004,8035,22,232508,9.46
2004,8041,80,556667,14.37
2004,8059,53,520900,10.17
2004,8069,14,271510,5.156347832492357
2004,8077,15,127678,11.748304328075314
2004,8101,23,148654,15.47
2004,8123,19,215322,8.82399383249273
2004,9001,44,897472,4.9
2004,9003,42,874449,4.8
2004,9009,43,844505,5.09
2004,9011,19,268595,7.073847242130345
2004,10003,51,518944,9.83
2004,10005,16,172517,9.274448315238498
2004,11001,143,567754,25.19
2004,12001,18,229867,7.830615094815697
2004,12005,17,158804,10.705020024684517
2004,12009,48,518722,9.25
2004,12011,137,1725461,7.94
2004,12015,22,157755,13.95
2004,12017,14,129840,10.782501540357362
2004,12019,21,163238,12.86
2004,12021,22,296021,7.43
2004,12031,144,820070,17.56
2004,12033,39,298225,13.08
2004,12035,10,69387,14.411921541499128
2004,12039,12,45129,26.590440736555205
2004,12053,13,149593,8.69024620135969
2004,12055,14,93079,15.04098668872678
2004,12057,102,1108225,9.2
2004,12061,12,125001,9.599923200614395
2004,12069,28,254625,11.0
2004,12071,74,522431,14.16
2004,12073,20,254188,7.87
2004,12081,26,296183,8.78
2004,12083,50,291164,17.17
2004,12085,21,139729,15.03
2004,12086,243,2358684,10.3
2004,12087,10,77616,12.883941455370026
2004,12091,20,182506,10.96
2004,12095,89,1011681,8.8
2004,12097,16,216541,7.388900947164741
2004,12099,148,1252223,11.82
2004,12101,56,401648,13.94
2004,12103,103,928305,11.1
2004,12105,50,527685,9.48
2004,12107,14,72831,19.2225837898697
2004,12109,11,151717,7.250341095592452
2004,12111,26,228548,11.38
2004,12115,32,357751,8.94
2004,12117,28,395230,7.08
2004,12127,74,476845,15.52
2004,13021,26,154159,16.87
2004,13045,11,99774,11.02491631086255
2004,13051,32,240818,13.29
2004,13057,15,173105,8.665260968776177
2004,13063,35,255322,13.71
2004,13067,49,640346,7.65
2004,13071,15,42987,34.89427036080676
2004,13073,10,102934,9.714962985991022
2004,13077,10,104089,9.607163100807961
2004,13089,99,666204,14.86
2004,13095,12,94596,12.685525815045034
2004,13097,11,107377,10.244279501196718
2004,13113,15,99443,15.084017980149431
2004,13115,19,94014,20.209755993788157
2004,13121,131,809481,16.18
2004,13135,65,687468,9.45
2004,13139,14,156385,8.952265242830196
2004,13153,12,123723,9.699085861157586
2004,13185,11,96510,11.397782613200706
2004,13215,27,185057,14.59
2004,13245,22,196883,11.17
2004,13297,11,70334,15.639662183296842
2004,13313,13,91842,14.154744016898587
2004,15003,30,907997,3.3
2004,16001,29,334926,8.66
2004,16005,12,76834,15.61808574329073
2004,16019,12,89514,13.405724244252296
2004,16027,20,157130,12.73
2004,16055,15,121002,12.396489314226212
2004,17031,580,5252021,11.04
2004,17043,28,913940,3.06
2004,17089,28,466884,6.0
2004,17097,21,677735,3.1
2004,17111,10,287997,3.4722583915804677
2004,17113,11,159096,6.914064464222859
2004,17119,13,263722,4.929433266849182
2004,17143,20,182613,10.95
2004,17163,39,260214,14.99
2004,17167,11,191885,5.732600255361284
2004,17183,10,82955,12.054728467241276
2004,17197,29,605934,4.79
2004,17201,19,284337,6.68221160102273
2004,18003,29,340916,8.51
2004,18035,15,118938,12.611612773041417
2004,18059,10,60922,16.414431568234793
2004,18081,13,124192,10.467662973460449
2004,18089,105,487405,21.54
2004,18091,12,108914,11.017867308151386
2004,18095,13,131366,9.896015711828023
2004,18097,138,870378,15.86
2004,18127,13,153664,8.460016659725115
2004,18141,16,264541,6.04821180837753
2004,18163,17,175113,9.708017108952504
2004,18167,14,104662,13.376392578013034
2004,19013,10,126682,7.893781279108318
2004,19113,11,198314,5.546759179886442
2004,19153,23,392164,5.86
2004,19163,14,158145,8.852635239811566
2004,20091,27,495396,5.45
2004,20161,12,64218,18.68634962160142
2004,20173,51,464021,10.99
2004,20177,23,171378,13.42
2004,20209,39,154874,25.18
2004,21059,12,92769,12.93535556058597
2004,21067,32,272377,11.75
2004,21071,14,41128,34.04007002528691
2004,21093,10,95015,10.524654001999684
2004,21111,108,706828,15.28
2004,21117,19,153138,12.407109926993954
2004,21125,12,55811,21.50113776854025
2004,21145,10,64270,15.559358954411078
2004,21151,10,76673,13.042400845147574
2004,21179,10,39947,25.033168948857238
2004,21195,12,66070,18.16255486605116
2004,21235,10,36163,27.652573071924344
2004,22001,18,59223,30.393597082214683
2004,22005,17,86352,19.68686307207708
2004,22015,18,105435,17.072129748186086
2004,22017,59,249157,23.68
2004,22019,20,185593,10.78
2004,22033,70,414162,16.9
2004,22051,89,456602,19.49
2004,22055,18,199338,9.029888932366132
2004,22057,11,92580,11.881615899762368
2004,22063,10,106048,9.429692214846106
2004,22071,264,493765,53.47
2004,22073,17,149293,11.387004079226756
2004,22079,19,127095,14.949447263857744
2004,22087,15,70547,21.262420797482527
2004,22095,10,44822,22.31047253580831
2004,22097,19,84487,22.488666895498714
2004,22103,21,211405,9.93
2004,22105,15,105335,14.240281008211895
2004,22109,10,106783,9.364786529691056
2004,22115,10,51402,19.45449593401035
2004,22117,10,44521,22.46131039284832
2004,22119,10,41145,24.304289707133307
2004,23005,14,274920,5.092390513603958
2004,23019,10,148814,6.719797868480116
2004,23025,10,51328,19.482543640897756
2004,23031,18,197408,9.118171502674665
2004,24003,41,513259,7.99
2004,24005,69,784371,8.8
2004,24013,14,163915,8.541012109935027
2004,24015,13,94809,13.71177841766077
2004,24021,10,217776,4.591874219381383
2004,24025,14,234849,5.961277246230557
2004,24027,13,265919,4.888706711442206
2004,24031,30,914991,3.28
2004,24033,146,845950,17.26
2004,24043,10,139423,7.172417750299449
2004,24045,12,90210,13.302294645826406
2004,24510,220,624222,35.24
2004,25005,16,545988,2.930467336278453
2004,25009,16,729783,2.1924325450168065
2004,25013,14,460841,3.0379241430341484
2004,25017,29,1459232,1.99
2004,25023,23,485010,4.74
2004,25025,57,691272,8.25
2004,25027,26,777855,3.34
2004,26017,11,109453,10.049975788694692
2004,26021,11,159742,6.886103842445944
2004,26025,17,139443,12.19136134477887
2004,26037,10,70605,14.163302882232138
2004,26045,12,107533,11.159365032129672
2004,26049,58,442534,13.11
2004,26065,15,283586,5.289400746158132
2004,26075,10,162140,6.167509559639817
2004,26077,17,242505,7.010164738871364
2004,26081,37,589554,6.28
2004,26093,10,175245,5.7062968986276354
2004,26099,61,823418,7.41
2004,26115,16,151117,10.58782268043966
2004,26121,11,172771,6.3668092446070235
2004,26125,75,1203812,6.23
2004,26145,23,208489,11.03
2004,26147,18,168457,10.68521937348997
2004,26161,21,339422,6.19
2004,26163,427,1983830,21.52
2004,27003,23,316643,7.26
2004,27035,10,58814,17.002754446220287
2004,27037,21,377143,5.57
2004,27053,91,1118756,8.13
2004,27109,12,133195,9.00934719771763
2004,27123,29,501104,5.79
2004,27137,14,199304,7.024445068839562
2004,27145,10,139788,7.153689873236615
2004,27163,10,215937,4.630980332226529
2004,28027,13,28508,45.601234741125296
2004,28033,12,130767,9.176627130698112
2004,28047,28,195971,14.29
2004,28049,63,248147,25.39
2004,28059,25,136565,18.31
2004,28067,10,65296,15.314873805439845
2004,28075,16,78055,20.49836653641663
2004,28087,11,59699,18.425769275867268
2004,28089,18,82283,21.87572159498317
2004,28121,19,127232,14.933350100603622
2004,28151,11,56802,19.36551529875709
2004,29021,15,86039,17.433954369530095
2004,29023,10,41476,24.110328864885716
2004,29037,14,90759,15.425467446754594
2004,29047,20,196718,10.17
2004,29077,23,253130,9.09
2004,29095,106,658307,16.1
2004,29183,14,319729,4.378708218522561
2004,29187,11,60829,18.083479919117526
2004,29189,94,1007813,9.33
2004,29510,94,330988,28.4
2004,30013,14,80198,17.456794433776402
2004,30029,14,81247,17.23140546727879
2004,30049,10,58041,17.22920004824176
2004,30063,15,100934,14.861196425386886
2004,31055,34,482075,7.05
2004,31109,15,265087,5.658519655811111
2004,31153,11,136339,8.068124307791608
2004,32003,271,1662773,16.3
2004,32019,12,42534,28.21272393849626
2004,32023,10,37287,26.818998578593074
2004,32031,59,382777,15.41
2004,32510,13,55995,23.216358603446736
2004,33011,16,394428,4.056507144523208
2004,33015,18,289103,6.226154692272305
2004,34001,15,267723,5.602805885187302
2004,34003,22,893378,2.46
2004,34005,15,446548,3.3591013732006414
2004,34007,60,510137,11.76
2004,34013,120,791305,15.16
2004,34017,26,614607,4.23
2004,34021,20,361248,5.54
2004,34023,18,781582,2.303021308064925
2004,34025,25,628605,3.98
2004,34027,12,483997,2.479354210873208
2004,34029,27,551262,4.9
2004,34031,18,493981,3.64386484500416
2004,34039,28,526916,5.31
2004,35001,80,600449,13.32
2004,35005,19,61478,30.90536452064153
2004,35009,11,46640,23.58490566037736
2004,35013,17,184939,9.192220137450727
2004,35035,11,62662,17.554498739267817
2004,35043,14,102583,13.647485450805688
2004,35049,19,136391,13.930537938720297
2004,35061,24,69021,34.77
2004,36001,10,302173,3.3093625174982546
2004,36005,102,1358963,7.51
2004,36007,11,200974,5.473344810771542
2004,36029,62,938333,6.61
2004,36047,181,2459094,7.36
2004,36055,50,741075,6.75
2004,36059,41,1337964,3.06
2004,36061,51,1569947,3.25
2004,36067,24,461412,5.2
2004,36071,21,362934,5.79
2004,36081,91,2198516,4.14
2004,36083,10,155523,6.429917118368344
2004,36085,12,456846,2.626705717024993
2004,36091,10,211478,4.7286242540595245
2004,36093,10,148900,6.71591672263264
2004,36101,14,98983,14.14384288211107
2004,36103,54,1478215,3.65
2004,36119,31,935457,3.31
2004,37009,10,25684,38.9347453667653
2004,37021,28,218139,12.84
2004,37023,12,89394,13.423719712732398
2004,37025,12,146429,8.19509796556693
2004,37027,11,79471,13.841527097935096
2004,37035,15,147016,10.20297110518583
2004,37045,22,97134,22.65
2004,37047,16,55099,29.038639539737567
2004,37051,36,307629,11.7
2004,37057,19,154179,12.323338457247745
2004,37061,10,52732,18.963817037093225
2004,37063,26,238376,10.91
2004,37065,10,56064,17.83675799086758
2004,37067,48,319997,15.0
2004,37069,12,53119,22.590786724147666
2004,37071,25,191646,13.04
2004,37081,44,440597,9.99
2004,37085,10,98545,10.147648282510529
2004,37089,10,95797,10.438740252826289
2004,37097,13,136514,9.522832823007164
2004,37101,11,140055,7.854057334618544
2004,37111,11,43390,25.351463470845818
2004,37119,102,772949,13.2
2004,37125,10,79475,12.582573136206353
2004,37127,12,90262,13.294631184773214
2004,37129,20,178362,11.21
2004,37133,15,158837,9.443643483571208
2004,37147,14,144486,9.68952009191202
2004,37151,22,134732,16.33
2004,37155,33,126117,26.17
2004,37157,17,92382,18.401853174860904
2004,37159,15,132202,11.346273127486725
2004,37161,12,64692,18.54943424225561
2004,37163,10,61376,16.293013555787276
2004,37167,12,58638,20.464545175483476
2004,37171,11,72219,15.231448787715143
2004,37179,12,151452,7.923302432453847
2004,37183,53,716336,7.4
2004,37191,17,116484,14.594279042615295
2004,37195,14,76140,18.387181507748885
2004,39007,16,102648,15.587249629802821
2004,39017,18,346655,5.192482439312862
2004,39023,15,141380,10.609704342905646
2004,39035,130,1346714,9.65
2004,39045,14,136074,10.288519482046533
2004,39049,129,1099603,11.73
2004,39061,111,817306,13.58
2004,39085,16,227829,7.022810967875029
2004,39089,18,155264,11.59315746084089
2004,39093,21,292125,7.19
2004,39095,45,451255,9.97
2004,39099,31,249825,12.41
2004,39113,70,549713,12.73
2004,39133,10,156774,6.37860869787082
2004,39141,11,75251,14.6177459435755
2004,39151,28,376663,7.43
2004,39153,40,545037,7.34
2004,39155,25,219540,11.39
2004,39165,11,188904,5.823063566679371
2004,40027,17,225447,7.540574946661521
2004,40031,16,116000,13.793103448275863
2004,40037,10,67843,14.739914213699276
2004,40081,10,32875,30.418250950570343
2004,40109,89,677742,13.13
2004,40125,11,67072,16.400286259541986
2004,40143,93,566140,16.43
2004,41005,27,355758,7.59
2004,41011,18,63208,28.477407923047718
2004,41017,18,133756,13.457340231466251
2004,41019,14,103965,13.466070312124272
2004,41029,27,192185,14.05
2004,41033,17,79729,21.322229050909957
2004,41039,40,332327,12.04
2004,41047,27,297139,9.09
2004,41051,61,672526,9.07
2004,41059,19,73463,25.86335978655922
2004,41067,40,480207,8.33
2004,42003,144,1247531,11.54
2004,42005,10,71404,14.004817657274103
2004,42007,11,176395,6.2360044218940445
2004,42009,11,49829,22.07549820385719
2004,42011,49,390848,12.54
2004,42013,14,127194,11.00680849725616
2004,42017,30,613763,4.89
2004,42019,11,178912,6.148274011804687
2004,42021,15,147886,10.14294794639114
2004,42029,31,462902,6.7
2004,42041,12,221225,5.424341733529212
2004,42043,24,256194,9.37
2004,42045,51,551508,9.25
2004,42049,10,277864,3.598882906745746
2004,42051,19,143494,13.240971747947649
2004,42069,15,211861,7.08011384823068
2004,42071,42,489977,8.57
2004,42075,13,124644,10.429703796412182
2004,42077,28,326138,8.59
2004,42079,29,315439,9.19
2004,42081,12,117911,10.17716752465843
2004,42089,11,158181,6.954058957776218
2004,42091,46,776493,5.92
2004,42095,15,281374,5.330982962178453
2004,42101,345,1492882,23.11
2004,42107,25,147081,17.0
2004,42125,13,204090,6.369738840707531
2004,42127,10,49423,20.23349452683973
2004,42129,28,367281,7.62
2004,42133,40,401403,9.97
2004,44007,29,638358,4.54
2004,45003,18,148746,12.101165745633496
2004,45007,37,173539,21.32
2004,45013,13,136331,9.535615523982072
2004,45015,14,151789,9.223329753802975
2004,45019,38,328105,11.58
2004,45027,11,33622,32.71667360656713
2004,45035,11,107337,10.24809711469484
2004,45041,23,129855,17.71
2004,45045,57,399319,14.27
2004,45051,32,219094,14.61
2004,45059,10,67784,14.75274401038593
2004,45063,28,230832,12.13
2004,45073,11,69615,15.801192271780508
2004,45075,25,91691,27.27
2004,45079,47,345750,13.59
2004,45083,35,261828,13.37
2004,45085,16,106099,15.080255233319823
2004,45091,21,181839,11.55
2004,46099,16,155648,10.279605263157894
2004,47009,16,113151,14.140396461365784
2004,47025,14,30830,45.410314628608496
2004,47029,10,34393,29.075684005466233
2004,47031,13,50077,25.960021566787148
2004,47035,10,50584,19.769096947651434
2004,47037,94,583013,16.12
2004,47041,10,18051,55.39859287574095
2004,47065,35,315396,11.1
2004,47079,10,31265,31.984647369262753
2004,47093,51,398307,12.8
2004,47107,12,50441,23.790170694474735
2004,47113,11,94692,11.61660963967389
2004,47125,24,143761,16.69
2004,47147,14,58618,23.88344877000239
2004,47149,18,211714,8.502035765230453
2004,47157,143,909643,15.72
2004,47163,17,152808,11.125071985759908
2004,47165,23,141103,16.3
2004,47179,10,111849,8.940625307333994
2004,47187,12,147439,8.138959162772402
2004,47189,14,97139,14.412336960438134
2004,48005,10,82070,12.184720360667722
2004,48027,28,258138,10.85
2004,48029,117,1500919,7.8
2004,48037,13,89055,14.597720509797314
2004,48039,28,268051,10.45
2004,48061,16,366299,4.368016292700772
2004,48085,41,617802,6.64
2004,48097,11,37815,29.08898585217506
2004,48113,327,2244020,14.57
2004,48121,41,529811,7.74
2004,48135,11,124163,8.859322020247578
2004,48139,15,125733,11.930042232349502
2004,48141,33,717652,4.6
2004,48157,31,441139,7.03
2004,48167,23,269760,8.53
2004,48183,24,114541,20.95
2004,48187,11,101495,10.83797231390709
2004,48201,484,3630185,13.33
2004,48203,12,62583,19.174536215905277
2004,48215,35,653779,5.35
2004,48245,23,250638,9.18
2004,48251,15,138833,10.804347669502208
2004,48257,11,84240,13.057929724596393
2004,48291,14,74285,18.846335060914047
2004,48303,21,255669,8.21
2004,48309,34,221353,15.36
2004,48329,13,120746,10.766402199658788
2004,48339,28,357607,7.83
2004,48355,32,321879,9.94
2004,48367,18,99320,18.123238018525978
2004,48373,10,45315,22.067747986317997
2004,48375,17,117682,14.4457096242416
2004,48381,10,109441,9.137343408777332
2004,48401,10,49160,20.34174125305126
2004,48423,32,187300,17.08
2004,48439,137,1580595,8.67
2004,48453,52,870809,5.97
2004,48459,11,37530,29.309885424993336
2004,48469,14,84718,16.525413725536485
2004,48479,27,217858,12.39
2004,48485,17,131677,12.910379185431017
2004,48491,15,316532,4.738857366711739
2004,49011,16,262189,6.102468066928818
2004,49035,102,934140,10.92
2004,49049,29,416220,6.97
2004,49057,17,207794,8.181179437327353
2004,50007,12,151445,7.923668658588927
2004,51003,10,89491,11.174308030975181
2004,51015,16,68899,23.222398002873774
2004,51041,30,283030,10.6
2004,51059,36,1010938,3.56
2004,51087,40,280290,14.27
2004,51107,14,238299,5.874972198792274
2004,51149,10,34925,28.632784538296352
2004,51153,16,337439,4.741597740628676
2004,51191,15,52341,28.6582220439044
2004,51510,11,128765,8.542694055061547
2004,51550,26,211927,12.27
2004,51650,16,140200,11.412268188302425
2004,51700,28,185204,15.12
2004,51710,37,243836,15.17
2004,51740,14,97428,14.36958574537094
2004,51760,72,196878,36.57
2004,51770,13,93614,13.8868118016536
2004,51810,43,437494,9.83
2004,53005,18,155689,11.5615104471093
2004,53009,12,67411,17.801249054308645
2004,53011,34,384931,8.83
2004,53033,133,1775297,7.49
2004,53035,13,241960,5.372788890725739
2004,53041,11,71021,15.488376677320792
2004,53047,13,38847,33.464617602388856
2004,53053,70,740137,9.46
2004,53061,47,643533,7.3
2004,53063,52,435268,11.95
2004,53067,28,222985,12.56
2004,53073,16,181756,8.803010629635335
2004,53077,24,227280,10.56
2004,54011,13,95239,13.649870326231902
2004,54033,10,67900,14.727540500736376
2004,54039,36,195364,18.43
2004,54049,10,55957,17.870865128580874
2004,54055,14,61694,22.692644341427044
2004,54107,11,86892,12.659393269806197
2004,55005,10,45804,21.832154396995893
2004,55009,11,236654,4.648136097424932
2004,55025,27,453327,5.96
2004,55073,10,127855,7.821360134527394
2004,55079,109,936914,11.63
2004,55087,12,168136,7.1370795070657085
2004,55105,11,155685,7.065549025275396
2004,55133,12,376243,3.1894281089614958
2005,1003,11,162183,6.782461786993705
2005,1015,27,114477,23.59
2005,1019,11,25031,43.94550757061244
2005,1033,11,54359,20.23583951139646
2005,1043,12,78692,15.24932648808011
2005,1047,14,44434,31.5074042399964
2005,1049,10,67794,14.750567896864029
2005,1055,19,103174,18.41549227518561
2005,1069,17,93903,18.103787951396654
2005,1073,162,654919,24.74
2005,1079,12,34435,34.84826484681284
2005,1081,10,126133,7.928139344977128
2005,1087,10,22388,44.66678577809541
2005,1089,35,301474,11.61
2005,1097,70,398942,17.55
2005,1101,48,223608,21.47
2005,1103,13,113964,11.407111017514303
2005,1113,14,49731,28.151454826969093
2005,1117,22,171691,12.81
2005,1121,16,81546,19.620827508400165
2005,1125,21,175731,11.95
2005,2020,41,276494,14.83
2005,2090,13,90431,14.375601287169221
2005,2170,11,74409,14.783157951323092
2005,4001,10,68521,14.594066052742955
2005,4003,28,125786,22.26
2005,4005,16,127025,12.595945679984256
2005,4007,20,51655,38.72
2005,4013,558,3538988,15.77
2005,4015,36,188773,19.07
2005,4017,16,104184,15.357444521231669
2005,4019,142,920298,15.43
2005,4021,46,235708,19.52
2005,4025,40,195424,20.47
2005,4027,16,178816,8.947745168217608
2005,5007,13,186756,6.960954400394097
2005,5031,10,87512,11.427004296553616
2005,5033,10,57779,17.307326191176724
2005,5035,18,50244,35.82517315500358
2005,5045,14,99192,14.114041454956045
2005,5051,28,92096,30.4
2005,5069,20,80562,24.83
2005,5119,69,368274,18.74
2005,5125,14,93493,14.974383108895854
2005,5131,10,119426,8.373386029842747
2005,5139,14,43134,32.45699448231094
2005,5143,21,183799,11.43
2005,6001,137,1441545,9.5
2005,6007,23,214752,10.71
2005,6013,107,999013,10.71
2005,6017,29,175003,16.57
2005,6019,91,872470,10.43
2005,6023,21,131497,15.97
2005,6029,99,760726,13.01
2005,6037,1178,9786373,12.04
2005,6039,22,140313,15.68
2005,6041,17,244206,6.961335921312334
2005,6047,27,242554,11.13
2005,6053,21,405139,5.18
2005,6055,11,130381,8.43681211219426
2005,6059,155,2940055,5.27
2005,6061,13,312762,4.156515177675037
2005,6065,199,1931785,10.3
2005,6067,154,1360816,11.32
2005,6071,225,1943924,11.57
2005,6073,209,2938375,7.11
2005,6075,68,763016,8.91
2005,6077,73,656985,11.11
2005,6079,20,258615,7.73
2005,6081,56,690078,8.12
2005,6083,20,408079,4.9
2005,6085,66,1675312,3.94
2005,6087,15,251377,5.967133031263799
2005,6089,22,175615,12.53
2005,6093,11,44641,24.641025066642776
2005,6095,44,408181,10.78
2005,6097,27,465938,5.79
2005,6099,39,500020,7.8
2005,6107,72,407970,17.65
2005,6111,61,794197,7.68
2005,6115,11,66285,16.595006411707022
2005,8001,46,395146,11.64
2005,8005,63,524466,12.01
2005,8013,15,280241,5.352535853069322
2005,8031,71,551691,12.87
2005,8035,13,243112,5.34732962585146
2005,8041,71,565800,12.55
2005,8059,55,519675,10.58
2005,8069,30,275116,10.9
