year,county_code,deaths,population,crude_rate,state,county,candidate,party
2000,1003,16,140415,11.394794003489656,Alabama,Baldwin,George W. Bush,republican
2000,1015,23,112249,20.49,Alabama,Calhoun,George W. Bush,republican
2000,1021,10,39593,25.25698987194706,Alabama,Chilton,George W. Bush,republican
2000,1033,12,54984,21.82453077258839,Alabama,Colbert,Al Gore,democrat
2000,1045,10,49129,20.35457672657697,Alabama,Dale,George W. Bush,republican
2000,1055,13,103459,12.565364057259398,Alabama,Etowah,George W. Bush,republican
2000,1069,10,88787,11.262910110714406,Alabama,Houston,George W. Bush,republican
2000,1073,154,662047,23.26,Alabama,Jefferson,George W. Bush,republican
2000,1077,11,87966,12.504831412136507,Alabama,Lauderdale,George W. Bush,republican
2000,1081,16,115092,13.901921940708304,Alabama,Lee,George W. Bush,republican
2000,1089,36,276700,13.01,Alabama,Madison,George W. Bush,republican
2000,1095,11,82231,13.37695029854921,Alabama,Marshall,George W. Bush,republican
2000,1097,59,399843,14.76,Alabama,Mobile,George W. Bush,republican
2000,1101,47,223510,21.03,Alabama,Montgomery,Al Gore,democrat
2000,1103,15,111064,13.505726428005474,Alabama,Morgan,George W. Bush,republican
2000,1115,12,64742,18.53510858484446,Alabama,St. Clair,George W. Bush,republican
2000,1117,20,143293,13.96,Alabama,Shelby,George W. Bush,republican
2000,1121,13,80321,16.18505745695397,Alabama,Talladega,George W. Bush,republican
2000,1125,27,164875,16.38,Alabama,Tuscaloosa,George W. Bush,republican
2000,1127,17,70713,24.040841146606706,Alabama,Walker,George W. Bush,republican
2000,2020,29,260283,11.14,Alaska,District 20,George W. Bush,republican
2000,4003,21,117755,17.83,Arizona,Cochise,George W. Bush,republican
2000,4005,15,116320,12.895460797799174,Arizona,Coconino,Al Gore,democrat
2000,4007,10,51335,19.479887016655304,Arizona,Gila,George W. Bush,republican
2000,4013,433,3072149,14.09,Arizona,Maricopa,George W. Bush,republican
2000,4015,54,155032,34.83,Arizona,Mohave,George W. Bush,republican
2000,4017,16,97470,16.415307274033037,Arizona,Navajo,George W. Bush,republican
2000,4019,159,843746,18.84,Arizona,Pima,Al Gore,democrat
2000,4021,20,179727,11.13,Arizona,Pinal,George W. Bush,republican
2000,4025,42,167517,25.07,Arizona,Yavapai,George W. Bush,republican
2000,4027,13,160026,8.123679902015922,Arizona,Yuma,George W. Bush,republican
2000,5005,12,38386,31.261397384463084,Arkansas,Baxter,George W. Bush,republican
2000,5007,22,153406,14.34,Arkansas,Benton,George W. Bush,republican
2000,5035,12,50866,23.59139700389258,Arkansas,Crittenden,Al Gore,democrat
2000,5051,19,88068,21.574238088749603,Arkansas,Garland,George W. Bush,republican
2000,5069,15,84278,17.798239160872352,Arkansas,Jefferson,Al Gore,democrat
2000,5093,11,51979,21.162392504665345,Arkansas,Mississippi,Al Gore,democrat
2000,5119,59,361474,16.32,Arkansas,Pulaski,Al Gore,democrat
2000,5143,23,157715,14.58,Arkansas,Washington,George W. Bush,republican
2000,5145,15,67165,22.333060373706545,Arkansas,White,George W. Bush,republican
2000,6001,146,1443741,10.11,California,Alameda,Al Gore,democrat
2000,6007,26,203171,12.8,California,Butte,George W. Bush,republican
2000,6009,11,40554,27.124328056418605,California,Calaveras,George W. Bush,republican
2000,6013,83,948816,8.75,California,Contra Costa,Al Gore,democrat
2000,6017,14,156299,8.957191024894593,California,El Dorado,George W. Bush,republican
2000,6019,63,799407,7.88,California,Fresno,George W. Bush,republican
2000,6023,21,126518,16.6,California,Humboldt,Al Gore,democrat
2000,6029,67,661645,10.13,California,Kern,George W. Bush,republican
2000,6037,1166,9519338,12.25,California,Los Angeles,Al Gore,democrat
2000,6041,10,247289,4.043851525947374,California,Marin,Al Gore,democrat
2000,6047,11,210554,5.224313002840126,California,Merced,George W. Bush,republican
2000,6053,31,401762,7.72,California,Monterey,Al Gore,democrat
2000,6057,15,92033,16.298501624417327,California,Nevada,George W. Bush,republican
2000,6059,141,2846289,4.95,California,Orange,George W. Bush,republican
2000,6061,25,248399,10.06,California,Placer,George W. Bush,republican
2000,6065,153,1545387,9.9,California,Riverside,George W. Bush,republican
2000,6067,118,1223499,9.64,California,Sacramento,Al Gore,democrat
2000,6071,224,1709434,13.1,California,San Bernardino,George W. Bush,republican
2000,6073,203,2813833,7.21,California,San Diego,George W. Bush,republican
2000,6075,48,776733,6.18,California,San Francisco,Al Gore,democrat
2000,6077,48,563598,8.52,California,San Joaquin,George W. Bush,republican
2000,6079,17,246681,6.891491440362249,California,San Luis Obispo,George W. Bush,republican
2000,6081,24,707161,3.39,California,San Mateo,Al Gore,democrat
2000,6083,30,399347,7.51,California,Santa Barbara,Al Gore,democrat
2000,6085,66,1682585,3.92,California,Santa Clara,Al Gore,democrat
2000,6087,25,255602,9.78,California,Santa Cruz,Al Gore,democrat
2000,6089,17,163256,10.41309354633214,California,Shasta,George W. Bush,republican
2000,6095,35,394542,8.87,California,Solano,Al Gore,democrat
2000,6097,23,458614,5.02,California,Sonoma,Al Gore,democrat
2000,6099,29,446997,6.49,California,Stanislaus,George W. Bush,republican
2000,6107,32,368021,8.7,California,Tulare,George W. Bush,republican
2000,6111,53,753197,7.04,California,Ventura,George W. Bush,republican
2000,6113,13,168660,7.707814538124037,California,Yolo,Al Gore,democrat
2000,6115,11,60219,18.26666002424484,California,Yuba,George W. Bush,republican
2000,8001,41,363857,11.27,Colorado,Adams,Al Gore,democrat
2000,8005,40,487967,8.2,Colorado,Arapahoe,George W. Bush,republican
2000,8013,32,291288,10.99,Colorado,Boulder,Al Gore,democrat
2000,8031,73,554636,13.16,Colorado,Denver,Al Gore,democrat
2000,8041,48,516929,9.29,Colorado,El Paso,George W. Bush,republican
2000,8043,11,46145,23.837902264600714,Colorado,Fremont,George W. Bush,republican
2000,8059,37,527056,7.02,Colorado,Jefferson,George W. Bush,republican
2000,8069,21,251494,8.35,Colorado,Larimer,George W. Bush,republican
2000,8077,23,116255,19.78,Colorado,Mesa,George W. Bush,republican
2000,8101,18,141472,12.72336575435422,Colorado,Pueblo,Al Gore,democrat
2000,8123,12,180936,6.632179334129194,Colorado,Weld,George W. Bush,republican
2000,9001,40,882567,4.53,Connecticut,Fairfield,Al Gore,democrat
2000,9003,41,857183,4.78,Connecticut,Hartford,Al Gore,democrat
2000,9005,10,182193,5.488685075716411,Connecticut,Litchfield,Al Gore,democrat
2000,9007,12,155071,7.738390801632801,Connecticut,Middlesex,Al Gore,democrat
2000,9009,58,824008,7.04,Connecticut,New Haven,Al Gore,democrat
2000,9011,10,259088,3.859692459704811,Connecticut,New London,Al Gore,democrat
2000,10001,13,126697,10.260700726931182,Delaware,Kent,George W. Bush,republican
2000,10003,30,500265,6.0,Delaware,New Castle,Al Gore,democrat
2000,11001,149,572059,26.05,District of Columbia,District of Columbia,Al Gore,democrat
2000,12001,23,217955,10.55,Florida,Alachua,Al Gore,democrat
2000,12005,22,148217,14.84,Florida,Bay,George W. Bush,republican
2000,12009,65,476230,13.65,Florida,Brevard,George W. Bush,republican
2000,12011,142,1623018,8.75,Florida,Broward,Al Gore,democrat
2000,12015,14,141627,9.885120774993469,Florida,Charlotte,George W. Bush,republican
2000,12017,25,118085,21.17,Florida,Citrus,George W. Bush,republican
2000,12019,11,140814,7.811723266152513,Florida,Clay,George W. Bush,republican
2000,12021,20,251377,7.96,Florida,Collier,George W. Bush,republican
2000,12031,108,778879,13.87,Florida,Duval,George W. Bush,republican
2000,12033,27,294410,9.17,Florida,Escambia,George W. Bush,republican
2000,12053,13,130802,9.938685952814177,Florida,Hernando,Al Gore,democrat
2000,12055,17,87366,19.458370533159353,Florida,Highlands,George W. Bush,republican
2000,12057,117,998948,11.71,Florida,Hillsborough,George W. Bush,republican
2000,12061,12,112947,10.62445217668464,Florida,Indian River,George W. Bush,republican
2000,12069,28,210528,13.3,Florida,Lake,George W. Bush,republican
2000,12071,55,440888,12.47,Florida,Lee,George W. Bush,republican
2000,12073,21,239452,8.77,Florida,Leon,Al Gore,democrat
2000,12081,25,264002,9.47,Florida,Manatee,George W. Bush,republican
2000,12083,35,258916,13.52,Florida,Marion,George W. Bush,republican
2000,12085,13,126731,10.257947936968856,Florida,Martin,George W. Bush,republican
2000,12086,195,2253362,8.65,Florida,Miami-Dade,Al Gore,democrat
2000,12091,14,170498,8.211240014545625,Florida,Okaloosa,George W. Bush,republican
2000,12093,13,35910,36.20161514898357,Florida,Okeechobee,George W. Bush,republican
2000,12095,79,896344,8.81,Florida,Orange,Al Gore,democrat
2000,12097,11,172493,6.377070373870244,Florida,Osceola,Al Gore,democrat
2000,12099,100,1131184,8.84,Florida,Palm Beach,Al Gore,democrat
2000,12101,31,344765,8.99,Florida,Pasco,Al Gore,democrat
2000,12103,96,921482,10.42,Florida,Pinellas,Al Gore,democrat
2000,12105,63,483924,13.02,Florida,Polk,George W. Bush,republican
2000,12107,11,70423,15.619896908680403,Florida,Putnam,George W. Bush,republican
2000,12109,12,123135,9.745401388719698,Florida,St. Johns,George W. Bush,republican
2000,12111,29,192695,15.05,Florida,St. Lucie,Al Gore,democrat
2000,12113,20,117743,16.99,Florida,Santa Rosa,George W. Bush,republican
2000,12115,27,325957,8.28,Florida,Sarasota,George W. Bush,republican
2000,12117,24,365196,6.57,Florida,Seminole,George W. Bush,republican
2000,12119,13,53345,24.369669134876748,Florida,Sumter,George W. Bush,republican
2000,12127,67,443343,15.11,Florida,Volusia,Al Gore,democrat
2000,13021,28,153887,18.2,Georgia,Bibb,Al Gore,democrat
2000,13045,12,87268,13.750744832011733,Georgia,Carroll,George W. Bush,republican
2000,13051,38,232048,16.38,Georgia,Chatham,George W. Bush,republican
2000,13057,11,141903,7.751774099208614,Georgia,Cherokee,George W. Bush,republican
2000,13059,10,101489,9.853284592418882,Georgia,Clarke,Al Gore,democrat
2000,13063,32,236517,13.53,Georgia,Clayton,Al Gore,democrat
2000,13067,59,607751,9.71,Georgia,Cobb,George W. Bush,republican
2000,13077,13,89215,14.57154066020288,Georgia,Coweta,George W. Bush,republican
2000,13089,86,665865,12.92,Georgia,DeKalb,Al Gore,democrat
2000,13095,11,96065,11.450580336230678,Georgia,Dougherty,Al Gore,democrat
2000,13097,10,92174,10.84904636882418,Georgia,Douglas,George W. Bush,republican
2000,13115,11,90565,12.145972505934964,Georgia,Floyd,George W. Bush,republican
2000,13121,156,816006,19.12,Georgia,Fulton,Al Gore,democrat
2000,13127,10,67568,14.799905280606204,Georgia,Glynn,George W. Bush,republican
2000,13135,63,588448,10.71,Georgia,Gwinnett,George W. Bush,republican
2000,13139,12,139277,8.615923662916346,Georgia,Hall,George W. Bush,republican
2000,13151,14,119341,11.7310899020454,Georgia,Henry,George W. Bush,republican
2000,13153,16,110765,14.444996163047893,Georgia,Houston,George W. Bush,republican
2000,13185,10,92115,10.855995223362102,Georgia,Lowndes,George W. Bush,republican
2000,13215,25,186291,13.42,Georgia,Muscogee,Al Gore,democrat
2000,13217,10,62001,16.128772116578766,Georgia,Newton,George W. Bush,republican
2000,13223,13,81678,15.916158573912192,Georgia,Paulding,George W. Bush,republican
2000,13245,34,199775,17.02,Georgia,Richmond,Al Gore,democrat
2000,13255,10,58417,17.118304603112108,Georgia,Spalding,George W. Bush,republican
2000,13285,10,58779,17.012878749213154,Georgia,Troup,George W. Bush,republican
2000,13313,14,83525,16.761448668063455,Georgia,Whitfield,George W. Bush,republican
2000,15001,11,148677,7.398588887319492,Hawaii,Hawaii,Al Gore,democrat
2000,15003,30,876156,3.42,Hawaii,Honolulu,Al Gore,democrat
2000,16001,23,300904,7.64,Idaho,Ada,George W. Bush,republican
2000,16027,15,131441,11.41196430337566,Idaho,Canyon,George W. Bush,republican
2000,16055,12,108685,11.041082026038552,Idaho,Kootenai,George W. Bush,republican
2000,17019,10,179669,5.56579042572731,Illinois,Champaign,Al Gore,democrat
2000,17031,701,5376741,13.04,Illinois,Cook,Al Gore,democrat
2000,17043,26,904161,2.88,Illinois,DuPage,George W. Bush,republican
2000,17089,23,404119,5.69,Illinois,Kane,George W. Bush,republican
2000,17097,15,644356,2.3279056918846104,Illinois,Lake,George W. Bush,republican
2000,17111,13,260077,4.9985196691748985,Illinois,McHenry,George W. Bush,republican
2000,17119,21,258941,8.11,Illinois,Madison,Al Gore,democrat
2000,17143,13,183433,7.08705630938817,Illinois,Peoria,Al Gore,democrat
2000,17163,32,256082,12.5,Illinois,St. Clair,Al Gore,democrat
2000,17167,15,188951,7.938566083270266,Illinois,Sangamon,George W. Bush,republican
2000,17179,10,128485,7.783009689847065,Illinois,Tazewell,George W. Bush,republican
2000,17197,33,502266,6.57,Illinois,Will,George W. Bush,republican
2000,17201,28,278418,10.06,Illinois,Winnebago,George W. Bush,republican
2000,18003,25,331849,7.53,Indiana,Allen,George W. Bush,republican
2000,18019,10,96472,10.365701965337093,Indiana,Clark,George W. Bush,republican
2000,18035,16,118769,13.471528765923766,Indiana,Delaware,George W. Bush,republican
2000,18039,14,182791,7.659020411289395,Indiana,Elkhart,George W. Bush,republican
2000,18081,10,115209,8.679877440130545,Indiana,Johnson,George W. Bush,republican
2000,18089,125,484564,25.8,Indiana,Lake,Al Gore,democrat
2000,18091,18,110106,16.347882949158084,Indiana,LaPorte,Al Gore,democrat
2000,18095,14,133358,10.498057859296031,Indiana,Madison,George W. Bush,republican
2000,18097,123,860454,14.29,Indiana,Marion,George W. Bush,republican
2000,18127,14,146798,9.536914671862014,Indiana,Porter,George W. Bush,republican
2000,18141,26,265559,9.79,Indiana,St. Joseph,Al Gore,democrat
2000,18163,19,171922,11.05152336524703,Indiana,Vanderburgh,George W. Bush,republican
2000,18167,12,105848,11.337011563751794,Indiana,Vigo,George W. Bush,republican
2000,19113,13,191701,6.781393941606982,Iowa,Linn,Al Gore,democrat
2000,19153,19,374601,5.072063342062622,Iowa,Polk,Al Gore,democrat
2000,19155,14,87704,15.96278390951382,Iowa,Pottawattamie,George W. Bush,republican
2000,19163,15,158668,9.453702069730507,Iowa,Scott,Al Gore,democrat
2000,20091,24,451086,5.32,Kansas,Johnson,George W. Bush,republican
2000,20173,54,452869,11.92,Kansas,Sedgwick,George W. Bush,republican
2000,20177,35,169871,20.6,Kansas,Shawnee,George W. Bush,republican
2000,20209,45,157882,28.5,Kansas,Wyandotte,Al Gore,democrat
2000,21047,10,72265,13.837957517470421,Kentucky,Christian,George W. Bush,republican
2000,21067,20,260512,7.68,Kentucky,Fayette,George W. Bush,republican
2000,21071,11,42441,25.91833368676516,Kentucky,Floyd,Al Gore,democrat
2000,21093,10,94174,10.61864208804978,Kentucky,Hardin,George W. Bush,republican
2000,21111,98,693604,14.13,Kentucky,Jefferson,Al Gore,democrat
2000,21117,19,151464,12.544234933713623,Kentucky,Kenton,George W. Bush,republican
2000,21125,13,52715,24.660912453760787,Kentucky,Laurel,George W. Bush,republican
2000,21145,13,65514,19.843086973776597,Kentucky,McCracken,George W. Bush,republican
2000,21151,12,70872,16.931933626820182,Kentucky,Madison,George W. Bush,republican
2000,21195,11,68736,16.003258845437617,Kentucky,Pike,Al Gore,democrat
2000,22005,14,76627,18.270322471191616,Louisiana,Ascension,George W. Bush,republican
2000,22015,21,98310,21.36,Louisiana,Bossier,George W. Bush,republican
2000,22017,59,252161,23.4,Louisiana,Caddo,Al Gore,democrat
2000,22019,27,183577,14.71,Louisiana,Calcasieu,George W. Bush,republican
2000,22033,62,412852,15.02,Louisiana,East Baton Rouge,George W. Bush,republican
2000,22039,11,35434,31.043630411469213,Louisiana,Evangeline,George W. Bush,republican
2000,22051,74,455466,16.25,Louisiana,Jefferson,George W. Bush,republican
2000,22055,17,190503,8.923743983034388,Louisiana,Lafayette,George W. Bush,republican
2000,22063,10,91814,10.891585161304377,Louisiana,Livingston,George W. Bush,republican
2000,22071,199,484674,41.06,Louisiana,Orleans,Al Gore,democrat
2000,22073,22,147250,14.94,Louisiana,Ouachita,George W. Bush,republican
2000,22079,11,126337,8.70687130452678,Louisiana,Rapides,George W. Bush,republican
2000,22089,10,48072,20.802130138126145,Louisiana,St. Charles,George W. Bush,republican
2000,22097,12,87700,13.683010262257698,Louisiana,St. Landry,Al Gore,democrat
2000,22103,26,191268,13.59,Louisiana,St. Tammany,George W. Bush,republican
2000,22105,23,100588,22.87,Louisiana,Tangipahoa,George W. Bush,republican
2000,22113,10,53807,18.584942479603026,Louisiana,Vermilion,George W. Bush,republican
2000,22117,10,43926,22.76556026043801,Louisiana,Washington,George W. Bush,republican
2000,23005,17,265612,6.40031323885969,Maine,Cumberland,Al Gore,democrat
2000,23011,10,117114,8.538688798948034,Maine,Kennebec,Al Gore,democrat
2000,23019,11,144919,7.590447077332855,Maine,Penobscot,George W. Bush,republican
2000,23031,14,186742,7.496974435317176,Maine,York,Al Gore,democrat
2000,24003,44,489656,8.99,Maryland,Anne Arundel,George W. Bush,republican
2000,24005,74,754292,9.81,Maryland,Baltimore,Al Gore,democrat
2000,24013,12,150897,7.952444382592099,Maryland,Carroll,George W. Bush,republican
2000,24017,12,120546,9.954706087302773,Maryland,Charles,Al Gore,democrat
2000,24021,16,195277,8.193489248605825,Maryland,Frederick,George W. Bush,republican
2000,24027,14,247842,5.648760097158673,Maryland,Howard,Al Gore,democrat
2000,24031,36,873341,4.12,Maryland,Montgomery,Al Gore,democrat
2000,24033,126,801515,15.72,Maryland,Prince George's,Al Gore,democrat
2000,24510,215,651154,33.02,Maryland,Baltimore City,Al Gore,democrat
2000,25005,14,534678,2.618398363126966,Massachusetts,Bristol,Al Gore,democrat
2000,25009,18,723419,2.488184579061374,Massachusetts,Essex,Al Gore,democrat
2000,25013,16,456228,3.507018420614254,Massachusetts,Hampden,Al Gore,democrat
2000,25017,20,1465396,1.36,Massachusetts,Middlesex,Al Gore,democrat
2000,25021,11,650308,1.6915061786107508,Massachusetts,Norfolk,Al Gore,democrat
2000,25023,22,472822,4.65,Massachusetts,Plymouth,Al Gore,democrat
2000,25025,40,689807,5.8,Massachusetts,Suffolk,Al Gore,democrat
2000,25027,20,750963,2.66,Massachusetts,Worcester,Al Gore,democrat
2000,26021,11,162453,6.771189205493282,Michigan,Berrien,George W. Bush,republican
2000,26025,17,137985,12.320179729680762,Michigan,Calhoun,Al Gore,democrat
2000,26027,12,51104,23.4815278647464,Michigan,Cass,George W. Bush,republican
2000,26049,58,436141,13.3,Michigan,Genesee,Al Gore,democrat
2000,26065,26,279320,9.31,Michigan,Ingham,Al Gore,democrat
2000,26075,11,158422,6.943480072212192,Michigan,Jackson,George W. Bush,republican
2000,26077,22,238603,9.22,Michigan,Kalamazoo,Al Gore,democrat
2000,26081,30,574335,5.22,Michigan,Kent,George W. Bush,republican
2000,26093,14,156951,8.919981395467374,Michigan,Livingston,George W. Bush,republican
2000,26099,58,788149,7.36,Michigan,Macomb,Al Gore,democrat
2000,26103,10,64634,15.471733143546741,Michigan,Marquette,Al Gore,democrat
2000,26115,11,145945,7.5370858885196474,Michigan,Monroe,Al Gore,democrat
2000,26121,19,170200,11.163337250293772,Michigan,Muskegon,Al Gore,democrat
2000,26125,79,1194156,6.62,Michigan,Oakland,Al Gore,democrat
2000,26145,22,210039,10.47,Michigan,Saginaw,Al Gore,democrat
2000,26161,18,322895,5.5745675838894995,Michigan,Washtenaw,Al Gore,democrat
2000,26163,459,2061162,22.27,Michigan,Wayne,Al Gore,democrat
2000,27037,14,355904,3.9336450278726844,Minnesota,Dakota,George W. Bush,republican
2000,27053,76,1116200,6.81,Minnesota,Hennepin,Al Gore,democrat
2000,27123,51,511035,9.98,Minnesota,Ramsey,Al Gore,democrat
2000,27137,19,200528,9.474986036862683,Minnesota,Saint Louis,Al Gore,democrat
2000,28033,14,107199,13.059823319247382,Mississippi,DeSoto,George W. Bush,republican
2000,28035,12,72604,16.528014985400254,Mississippi,Forrest,George W. Bush,republican
2000,28047,18,189601,9.493620814236213,Mississippi,Harrison,George W. Bush,republican
2000,28049,63,250800,25.12,Mississippi,Hinds,Al Gore,democrat
2000,28059,17,131420,12.935626236493684,Mississippi,Jackson,George W. Bush,republican
2000,28075,10,78161,12.794104476657157,Mississippi,Lauderdale,George W. Bush,republican
2000,28081,10,75755,13.200448815259719,Mississippi,Lee,George W. Bush,republican
2000,28083,11,37947,28.987798771971434,Mississippi,Leflore,Al Gore,democrat
2000,28087,10,61586,16.23745656480369,Mississippi,Lowndes,George W. Bush,republican
2000,28089,10,74674,13.391541902134612,Mississippi,Madison,George W. Bush,republican
2000,28107,10,34274,29.176635350411388,Mississippi,Panola,Al Gore,democrat
2000,28121,14,115327,12.13939493787231,Mississippi,Rankin,George W. Bush,republican
2000,28151,12,62977,19.05457547993712,Mississippi,Washington,Al Gore,democrat
2000,29019,17,135454,12.550386108937351,Missouri,Boone,Al Gore,democrat
2000,29047,19,184006,10.325750247274545,Missouri,Clay,Al Gore,democrat
2000,29077,18,240391,7.487801124002147,Missouri,Greene,George W. Bush,republican
2000,29095,125,654880,19.09,Missouri,Jackson,Al Gore,democrat
2000,29097,14,104686,13.37332594616281,Missouri,Jasper,George W. Bush,republican
2000,29099,23,198099,11.61,Missouri,Jefferson,Al Gore,democrat
2000,29101,10,48258,20.721952836835342,Missouri,Johnson,George W. Bush,republican
2000,29113,10,38944,25.677896466721446,Missouri,Lincoln,George W. Bush,republican
2000,29183,26,283883,9.16,Missouri,St. Charles,George W. Bush,republican
2000,29189,97,1016315,9.54,Missouri,St. Louis County,Al Gore,democrat
2000,29510,99,348189,28.43,Missouri,St. Louis City,Al Gore,democrat
2000,30013,14,80357,17.42225319511679,Montana,Cascade,George W. Bush,republican
2000,30029,16,74471,21.484873306387723,Montana,Flathead,George W. Bush,republican
2000,30063,11,95802,11.482014989248658,Montana,Missoula,George W. Bush,republican
2000,30111,14,129352,10.823180159564599,Montana,Yellowstone,George W. Bush,republican
2000,31055,48,463585,10.35,Nebraska,Douglas,George W. Bush,republican
2000,31109,15,250291,5.993024119924408,Nebraska,Lancaster,George W. Bush,republican
2000,31153,10,122595,8.156939516293486,Nebraska,Sarpy,George W. Bush,republican
2000,32003,243,1375765,17.66,Nevada,Clark,Al Gore,democrat
2000,32019,10,34501,28.98466711109823,Nevada,Lyon,George W. Bush,republican
2000,32031,50,339486,14.73,Nevada,Washoe,George W. Bush,republican
2000,33011,16,380841,4.201228334134192,New Hampshire,Hillsborough,George W. Bush,republican
2000,33013,10,136225,7.340796476417691,New Hampshire,Merrimack,Al Gore,democrat
2000,33015,20,277359,7.21,New Hampshire,Rockingham,George W. Bush,republican
2000,34001,13,252552,5.147454781589534,New Jersey,Atlantic,Al Gore,democrat
2000,34003,14,884118,1.5834990351966594,New Jersey,Bergen,Al Gore,democrat
2000,34005,20,423394,4.72,New Jersey,Burlington,Al Gore,democrat
2000,34007,33,508932,6.48,New Jersey,Camden,Al Gore,democrat
2000,34013,86,793633,10.84,New Jersey,Essex,Al Gore,democrat
2000,34015,10,254673,3.9266039195360323,New Jersey,Gloucester,Al Gore,democrat
2000,34017,21,608975,3.45,New Jersey,Hudson,Al Gore,democrat
2000,34021,16,350761,4.561510544216717,New Jersey,Mercer,Al Gore,democrat
2000,34023,19,750162,2.532786251503009,New Jersey,Middlesex,Al Gore,democrat
2000,34029,26,510916,5.09,New Jersey,Ocean,George W. Bush,republican
2000,34031,19,489049,3.8850912689730475,New Jersey,Passaic,Al Gore,democrat
2000,34039,17,522541,3.253333231267977,New Jersey,Union,Al Gore,democrat
2000,35001,86,556678,15.45,New Mexico,Bernalillo,Al Gore,democrat
2000,35005,14,61382,22.807989312827864,New Mexico,Chaves,George W. Bush,republican
2000,35013,24,174682,13.74,New Mexico,Dona Ana,Al Gore,democrat
2000,35015,14,51658,27.101320221456504,New Mexico,Eddy,George W. Bush,republican
2000,35035,11,62298,17.65706764262095,New Mexico,Otero,George W. Bush,republican
2000,35039,11,41190,26.70551104637048,New Mexico,Rio Arriba,Al Gore,democrat
2000,35043,19,89908,21.132713440405748,New Mexico,Sandoval,George W. Bush,republican
2000,35045,14,113801,12.302176606532456,New Mexico,San Juan,George W. Bush,republican
2000,35047,14,30126,46.47148642368718,New Mexico,San Miguel,Al Gore,democrat
2000,35049,17,129292,13.148532005073788,New Mexico,Santa Fe,Al Gore,democrat
2000,35061,11,66152,16.628371024307654,New Mexico,Valencia,George W. Bush,republican
2000,36001,15,294565,5.092254680630761,New York,Albany,Al Gore,democrat
2000,36005,142,1332650,10.66,New York,Bronx,Al Gore,democrat
2000,36027,18,280150,6.425129394966981,New York,Dutchess,George W. Bush,republican
2000,36029,60,950265,6.31,New York,Erie,Al Gore,democrat
2000,36043,11,64427,17.073587160662456,New York,Herkimer,George W. Bush,republican
2000,36047,213,2465326,8.64,New York,Kings,Al Gore,democrat
2000,36055,61,735343,8.3,New York,Monroe,Al Gore,democrat
2000,36059,32,1334544,2.4,New York,Nassau,Al Gore,democrat
2000,36061,75,1537195,4.88,New York,New York,Al Gore,democrat
2000,36063,15,219846,6.822957888703911,New York,Niagara,Al Gore,democrat
2000,36065,17,235469,7.21963400702428,New York,Oneida,George W. Bush,republican
2000,36067,27,458336,5.89,New York,Onondaga,Al Gore,democrat
2000,36071,14,341367,4.1011579912528155,New York,Orange,George W. Bush,republican
2000,36081,96,2229379,4.31,New York,Queens,Al Gore,democrat
2000,36085,14,443728,3.1550859986297914,New York,Richmond,Al Gore,democrat
2000,36103,59,1419369,4.16,New York,Suffolk,Al Gore,democrat
2000,36117,10,93765,10.664960273022984,New York,Wayne,George W. Bush,republican
2000,36119,25,923459,2.71,New York,Westchester,Al Gore,democrat
2000,37001,11,130800,8.409785932721713,North Carolina,Alamance,George W. Bush,republican
2000,37019,14,73143,19.140587616039813,North Carolina,Brunswick,George W. Bush,republican
2000,37021,29,206330,14.06,North Carolina,Buncombe,George W. Bush,republican
2000,37023,15,89148,16.82595234890295,North Carolina,Burke,George W. Bush,republican
2000,37025,11,131063,8.39291027978911,North Carolina,Cabarrus,George W. Bush,republican
2000,37027,17,77415,21.95956855906478,North Carolina,Caldwell,George W. Bush,republican
2000,37031,11,59383,18.523819948470102,North Carolina,Carteret,George W. Bush,republican
2000,37035,28,141685,19.76,North Carolina,Catawba,George W. Bush,republican
2000,37045,20,96287,20.77,North Carolina,Cleveland,George W. Bush,republican
2000,37047,13,54749,23.744725931067233,North Carolina,Columbus,Al Gore,democrat
2000,37049,17,91436,18.592239380550332,North Carolina,Craven,George W. Bush,republican
2000,37051,56,302963,18.48,North Carolina,Cumberland,Al Gore,democrat
2000,37057,18,147246,12.224440731836518,North Carolina,Davidson,George W. Bush,republican
2000,37063,27,223314,12.09,North Carolina,Durham,Al Gore,democrat
2000,37067,37,306067,12.09,North Carolina,Forsyth,George W. Bush,republican
2000,37071,30,190365,15.76,North Carolina,Gaston,George W. Bush,republican
2000,37081,53,421048,12.59,North Carolina,Guilford,George W. Bush,republican
2000,37083,10,57370,17.43071291615827,North Carolina,Halifax,Al Gore,democrat
2000,37085,18,91025,19.774787146388356,North Carolina,Harnett,George W. Bush,republican
2000,37087,13,54033,24.05937112505321,North Carolina,Haywood,George W. Bush,republican
2000,37097,18,122660,14.674710582096852,North Carolina,Iredell,George W. Bush,republican
2000,37101,16,121965,13.118517607510352,North Carolina,Johnston,George W. Bush,republican
2000,37119,96,695454,13.8,North Carolina,Mecklenburg,George W. Bush,republican
2000,37127,16,87420,18.302447952413637,North Carolina,Nash,George W. Bush,republican
2000,37129,20,160307,12.48,North Carolina,New Hanover,George W. Bush,republican
2000,37135,13,118227,10.995796222521083,North Carolina,Orange,Al Gore,democrat
2000,37141,10,41082,24.34156078087727,North Carolina,Pender,George W. Bush,republican
2000,37147,16,133798,11.958325236550621,North Carolina,Pitt,George W. Bush,republican
2000,37151,16,130454,12.26485964401245,North Carolina,Randolph,George W. Bush,republican
